stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,58.671,1.727,0.000,0,9,3023170203.143,340403483.629,76
refined,86.135,1.727,0.000,0,9,3023170203.143,240500302.758,76
