stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.562,-4.423,-4.719,0.117,1.039,-0.407,-1.441,1.503,-1.026,954638755.922,0.579
norefined,2,-2.127,-4.594,-4.818,0.102,1.022,-0.456,-1.445,1.372,-0.996,714627062.979,0.463
norefined,3,-1.799,-4.828,-4.840,0.091,0.920,-0.481,-1.399,1.101,-1.025,633769023.801,0.373
norefined,4,-1.965,-5.028,-4.688,0.184,0.757,-0.365,-1.259,0.799,-1.027,557165652.108,0.391
norefined,5,-1.744,-5.266,-4.614,0.244,0.642,-0.266,-1.111,0.500,-1.051,493619125.447,0.331
norefined,6,-1.768,-5.456,-4.440,0.366,0.537,-0.069,-0.902,0.225,-1.045,442393675.384,0.324
norefined,7,-1.403,-5.618,-4.412,0.375,0.510,0.073,-0.734,0.026,-1.062,397407381.328,0.250
norefined,8,-1.437,-5.770,-4.194,0.484,0.509,0.254,-0.486,-0.238,-1.008,358018211.366,0.249
norefined,9,-1.010,-5.858,-4.198,0.433,0.597,0.339,-0.331,-0.369,-0.980,398591337.844,0.172
norefined,10,-1.472,-5.876,-4.044,0.465,0.512,0.315,-0.291,-0.401,-1.019,354264120.275,0.250
refined,11,-1.472,-5.876,-4.044,0.465,0.512,0.315,-0.291,-0.401,-1.019,354264120.275,0.250
refined,12,-1.173,-6.380,-3.757,0.084,0.730,0.281,-0.154,-0.787,-0.935,319579705.846,0.184
refined,13,-1.230,-6.194,-3.740,-0.047,0.553,0.102,0.170,-0.606,-0.802,311509664.814,0.199
refined,14,-1.263,-6.375,-3.840,-0.094,0.578,0.063,0.243,-0.592,-0.798,311196503.585,0.198
refined,15,-1.281,-6.412,-3.880,-0.109,0.610,0.056,0.270,-0.601,-0.805,311140174.023,0.200
refined,16,-1.297,-6.465,-3.924,-0.117,0.633,0.054,0.283,-0.612,-0.816,311120489.177,0.201
refined,17,-1.308,-6.495,-3.952,-0.122,0.652,0.055,0.289,-0.622,-0.825,311110553.978,0.201
refined,18,-1.317,-6.521,-3.975,-0.125,0.666,0.055,0.293,-0.630,-0.833,311104997.498,0.202
refined,19,-1.324,-6.539,-3.992,-0.128,0.677,0.056,0.296,-0.636,-0.839,311101762.201,0.203
refined,20,-1.330,-6.554,-4.005,-0.130,0.686,0.056,0.299,-0.641,-0.843,311099831.676,0.203
