stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.934,"[-1.314, -0.555]",0.379,-4.107,0.000
norefined,c,-6.252,"[-8.761, -3.743]",2.509,-4.156,0.000
norefined,s,-3.310,"[-4.587, -2.033]",1.277,-4.323,0.000
norefined,k0,0.541,"[-0.123, 1.206]",0.665,1.358,0.179
norefined,k1,0.494,"[-0.309, 1.296]",0.802,1.026,0.308
norefined,k2,0.438,"[-0.144, 1.021]",0.583,1.255,0.214
norefined,k3,-0.195,"[-0.782, 0.392]",0.587,-0.554,0.581
norefined,k4,0.161,"[-0.304, 0.626]",0.465,0.578,0.565
norefined,k5,-0.963,"[-1.916, -0.009]",0.954,-1.684,0.097
refined,tt,-1.067,"[-1.431, -0.702]",0.365,-4.881,0.000
refined,c,-7.048,"[-9.562, -4.535]",2.514,-4.677,0.000
refined,s,-3.113,"[-4.254, -1.971]",1.142,-4.548,0.000
refined,k0,-0.007,"[-0.573, 0.56]",0.567,-0.020,0.984
refined,k1,0.075,"[-0.673, 0.822]",0.747,0.167,0.868
refined,k2,0.128,"[-0.475, 0.73]",0.603,0.353,0.725
refined,k3,-0.029,"[-0.596, 0.537]",0.567,-0.086,0.931
refined,k4,0.055,"[-0.43, 0.54]",0.485,0.190,0.850
refined,k5,-0.533,"[-1.39, 0.323]",0.857,-1.039,0.303
