stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,67.715,2.023,0.000,76,0,9,3681462391.199,364641641.483
refined,172.469,2.023,0.000,76,0,9,3681462391.199,152330915.706
