stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,25.420,2.023,0.000,76,0,9,2561665981.551,580266073.739
refined,73.520,2.023,0.000,76,0,9,2561665981.551,235538948.943
