stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,21.561,2.347,0.000,0,9,827719549.055,40564298.512,19
refined,54.924,2.347,0.000,0,9,827719549.055,16412619.295,19
