stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.954,"[-1.611, -0.298]",0.657,-2.424,0.018
norefined,c,-5.557,"[-9.427, -1.686]",3.870,-2.395,0.019
norefined,s,-3.267,"[-5.45, -1.084]",2.183,-2.496,0.015
norefined,k0,0.535,"[-0.534, 1.604]",1.069,0.835,0.407
norefined,k1,-0.178,"[-1.541, 1.185]",1.363,-0.218,0.828
norefined,k2,-0.386,"[-1.311, 0.54]",0.926,-0.695,0.489
norefined,k3,0.657,"[-0.47, 1.785]",1.127,0.972,0.334
norefined,k4,-0.381,"[-1.247, 0.486]",0.866,-0.733,0.466
norefined,k5,0.294,"[-0.788, 1.375]",1.081,0.453,0.652
refined,tt,-1.025,"[-1.71, -0.339]",0.685,-2.493,0.015
refined,c,-5.218,"[-8.887, -1.55]",3.669,-2.373,0.021
refined,s,-2.641,"[-4.361, -0.92]",1.721,-2.560,0.013
refined,k0,0.273,"[-0.608, 1.154]",0.881,0.516,0.607
refined,k1,-0.062,"[-1.444, 1.319]",1.382,-0.075,0.940
refined,k2,-0.509,"[-1.294, 0.276]",0.785,-1.082,0.283
refined,k3,0.026,"[-0.811, 0.862]",0.837,0.051,0.959
refined,k4,-0.196,"[-0.94, 0.549]",0.745,-0.439,0.662
refined,k5,0.041,"[-0.858, 0.94]",0.899,0.076,0.939
