stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,52.444,1.727,0.000,76,0,9,2868116726.690,356522051.404
refined,108.907,1.727,0.000,76,0,9,2868116726.690,183508770.633
