stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.082,"[-1.692, -0.471]",0.611,-2.953,0.004
norefined,c,-7.214,"[-11.832, -2.596]",4.618,-2.605,0.011
norefined,s,-2.546,"[-4.318, -0.775]",1.771,-2.398,0.019
norefined,k0,-0.543,"[-2.032, 0.945]",1.489,-0.609,0.545
norefined,k1,0.749,"[-0.483, 1.98]",1.232,1.014,0.314
norefined,k2,1.316,"[0.066, 2.567]",1.251,1.756,0.084
norefined,k3,-1.043,"[-2.332, 0.245]",1.289,-1.350,0.181
norefined,k4,-0.223,"[-1.438, 0.993]",1.215,-0.306,0.761
norefined,k5,0.959,"[0.043, 1.875]",0.916,1.745,0.085
refined,tt,-1.712,"[-3.135, -0.289]",1.423,-2.007,0.049
refined,c,-9.643,"[-17.121, -2.165]",7.478,-2.151,0.035
refined,s,-4.622,"[-8.751, -0.494]",4.128,-1.867,0.066
refined,k0,1.328,"[-0.914, 3.57]",2.242,0.988,0.327
refined,k1,-0.913,"[-2.894, 1.069]",1.982,-0.768,0.445
refined,k2,-0.122,"[-1.681, 1.438]",1.559,-0.130,0.897
refined,k3,-1.071,"[-3.691, 1.55]",2.621,-0.681,0.498
refined,k4,0.261,"[-1.481, 2.002]",1.741,0.250,0.804
refined,k5,-0.111,"[-1.213, 0.992]",1.103,-0.168,0.867
