attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.992,"[-1.407, -0.578]",0.414,-3.990,0.000,5.113,ngd,44,313269941.119,0.183,-1.000,0.008,0,0,fn
c,-5.860,"[-8.126, -3.594]",2.266,-4.309,0.000,5.113,ngd,44,313269941.119,0.183,-6.000,0.140,0,0,fn
s,-3.861,"[-5.33, -2.392]",1.469,-4.378,0.000,5.113,ngd,44,313269941.119,0.183,-3.000,-0.861,0,0,fn
vot,0.169,,,,,5.113,ngd,44,313269941.119,0.183,0.167,0.003,0,0,fn
tt,-2.472,"[-5.502, 0.557]",3.030,-1.360,0.178,5.292,lm,44,1276046763.982,0.369,-1.000,-1.472,1,0,fn
c,-5.353,"[-11.867, 1.161]",6.514,-1.369,0.175,5.292,lm,44,1276046763.982,0.369,-6.000,0.647,1,0,fn
s,-3.888,"[-8.541, 0.766]",4.653,-1.392,0.168,5.292,lm,44,1276046763.982,0.369,-3.000,-0.888,1,0,fn
vot,0.462,,,,,5.292,lm,44,1276046763.982,0.369,0.167,0.295,0,0,fn
tt,-0.944,"[-1.221, -0.667]",0.277,-5.686,0.000,10.390,ngd+lm,44,224809476.618,0.155,-1.000,0.056,0,0,fn
c,-5.382,"[-6.924, -3.84]",1.542,-5.816,0.000,10.390,ngd+lm,44,224809476.618,0.155,-6.000,0.618,0,0,fn
s,-2.823,"[-3.646, -1.999]",0.823,-5.711,0.000,10.390,ngd+lm,44,224809476.618,0.155,-3.000,0.177,0,0,fn
vot,0.175,,,,,10.390,ngd+lm,44,224809476.618,0.155,0.167,0.009,0,0,fn
