stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,52.754,1.727,0.000,0,9,3301875951.472,408326962.122,76
refined,102.670,1.727,0.000,0,9,3301875951.472,223228310.151,76
