stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.011,"[-1.698, -0.324]",0.687,-2.939,0.005
norefined,c,-7.121,"[-11.99, -2.252]",4.869,-2.919,0.005
norefined,s,-4.059,"[-6.758, -1.359]",2.699,-3.001,0.004
norefined,k0,-0.433,"[-1.959, 1.093]",1.526,-0.567,0.573
norefined,k1,-1.124,"[-2.387, 0.14]",1.264,-1.775,0.080
norefined,k2,-1.547,"[-3.799, 0.705]",2.252,-1.371,0.175
norefined,k3,0.663,"[-0.998, 2.324]",1.661,0.797,0.428
norefined,k4,-0.736,"[-2.134, 0.663]",1.399,-1.050,0.298
norefined,k5,-0.677,"[-1.936, 0.582]",1.259,-1.073,0.287
refined,tt,-1.390,"[-2.158, -0.622]",0.768,-3.613,0.001
refined,c,-8.536,"[-13.415, -3.656]",4.879,-3.492,0.001
refined,s,-4.128,"[-6.389, -1.867]",2.261,-3.645,0.001
refined,k0,-0.053,"[-1.155, 1.048]",1.101,-0.097,0.923
refined,k1,-0.140,"[-0.98, 0.699]",0.840,-0.333,0.740
refined,k2,-0.494,"[-1.782, 0.794]",1.288,-0.766,0.446
refined,k3,0.106,"[-1.098, 1.31]",1.204,0.176,0.861
refined,k4,0.167,"[-0.759, 1.092]",0.926,0.359,0.721
refined,k5,-0.211,"[-1.142, 0.72]",0.931,-0.452,0.653
