stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.362,"[-2.826, 0.103]",1.464,-1.856,0.068
norefined,c,-6.599,"[-12.945, -0.253]",6.346,-2.076,0.042
norefined,s,-4.290,"[-8.235, -0.345]",3.945,-2.170,0.034
norefined,k0,-0.538,"[-2.812, 1.736]",2.274,-0.472,0.638
norefined,k1,-0.491,"[-2.264, 1.282]",1.773,-0.553,0.582
norefined,k2,-0.495,"[-2.239, 1.249]",1.744,-0.566,0.573
norefined,k3,-0.904,"[-2.736, 0.928]",1.832,-0.985,0.328
norefined,k4,0.582,"[-1.033, 2.197]",1.615,0.720,0.474
norefined,k5,0.798,"[-0.771, 2.367]",1.569,1.015,0.314
refined,tt,-9.847,"[-36.658, 16.965]",26.811,-0.733,0.466
refined,c,-55.374,"[-206.067, 95.319]",150.693,-0.733,0.466
refined,s,-22.745,"[-83.792, 38.301]",61.046,-0.744,0.460
refined,k0,-1.215,"[-6.196, 3.765]",4.980,-0.487,0.628
refined,k1,1.510,"[-2.463, 5.483]",3.973,0.759,0.451
refined,k2,2.477,"[-4.773, 9.727]",7.250,0.682,0.498
refined,k3,0.868,"[-4.241, 5.977]",5.109,0.339,0.736
refined,k4,-1.208,"[-5.556, 3.14]",4.348,-0.554,0.581
refined,k5,-7.891,"[-33.086, 17.305]",25.196,-0.625,0.534
