attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.969,"[-1.261, -0.677]",0.292,-5.529,0.000,64.742,ngd,76,237860640.949,0.162,-1.000,0.031,0,0,fn
c,-6.969,"[-9.22, -4.718]",2.251,-5.159,0.000,64.742,ngd,76,237860640.949,0.162,-6.000,-0.969,0,0,fn
s,-3.839,"[-5.074, -2.604]",1.235,-5.178,0.000,64.742,ngd,76,237860640.949,0.162,-3.000,-0.839,0,0,fn
vot,0.139,,,,,64.742,ngd,76,237860640.949,0.162,0.167,-0.028,0,0,fn
tt,-102.301,"[-627.978, 423.375]",525.677,-0.324,0.747,95.999,lm,76,461028607.663,0.226,-1.000,-101.301,1,0,fn
c,-556.652,"[-3423.763, 2310.458]",2867.111,-0.323,0.747,95.999,lm,76,461028607.663,0.226,-6.000,-550.652,1,0,fn
s,-630.881,"[-3877.494, 2615.732]",3246.613,-0.324,0.747,95.999,lm,76,461028607.663,0.226,-3.000,-627.881,1,0,fn
vot,0.184,,,,,95.999,lm,76,461028607.663,0.226,0.167,0.017,0,0,fn
tt,-0.958,"[-1.23, -0.685]",0.272,-5.858,0.000,108.989,ngd+lm,76,235460405.238,0.162,-1.000,0.042,0,0,fn
c,-6.106,"[-7.968, -4.244]",1.862,-5.462,0.000,108.989,ngd+lm,76,235460405.238,0.162,-6.000,-0.106,0,0,fn
s,-3.351,"[-4.384, -2.318]",1.033,-5.406,0.000,108.989,ngd+lm,76,235460405.238,0.162,-3.000,-0.351,0,0,fn
vot,0.157,,,,,108.989,ngd+lm,76,235460405.238,0.162,0.167,-0.010,0,0,fn
