stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,70.475,1.727,0.000,76,0,9,2958458145.916,282653372.395
refined,136.555,1.727,0.000,76,0,9,2958458145.916,152945223.206
