attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.755,"[-0.998, -0.511]",0.244,-5.168,0.000,24,0.150,175731649.135,0.139,-1.000,0.245,0,0,fn
c,-4.333,"[-5.86, -2.807]",1.527,-4.734,0.000,24,0.150,175731649.135,0.139,-6.000,1.667,0,0,fn
s,-2.190,"[-2.865, -1.516]",0.674,-5.418,0.000,24,0.150,175731649.135,0.139,-3.000,0.810,0,0,fn
k0,-0.023,"[-0.429, 0.382]",0.406,-0.095,0.924,24,0.150,175731649.135,0.139,0.000,-0.023,0,0,fp
k1,-0.288,"[-0.578, 0.001]",0.289,-1.663,0.101,24,0.150,175731649.135,0.139,0.000,-0.288,0,0,fp
k2,-0.332,"[-0.793, 0.128]",0.461,-1.203,0.233,24,0.150,175731649.135,0.139,0.000,-0.332,0,0,fp
k3,0.163,"[-0.245, 0.571]",0.408,0.666,0.508,24,0.150,175731649.135,0.139,0.000,0.163,0,0,fp
k4,-0.007,"[-0.373, 0.359]",0.366,-0.032,0.974,24,0.150,175731649.135,0.139,0.000,-0.007,0,0,fp
k5,-0.141,"[-0.48, 0.197]",0.339,-0.696,0.489,24,0.150,175731649.135,0.139,0.000,-0.141,0,0,fp
vot,0.174,,,,,24,0.150,175731649.135,0.139,0.167,0.008,0,0,fn
tt,-0.955,"[-1.375, -0.535]",0.420,-3.790,0.000,24,0.200,318916775.462,0.196,-1.000,0.045,0,0,fn
c,-5.639,"[-8.363, -2.915]",2.724,-3.453,0.001,24,0.200,318916775.462,0.196,-6.000,0.361,0,0,fn
s,-3.108,"[-4.33, -1.887]",1.221,-4.245,0.000,24,0.200,318916775.462,0.196,-3.000,-0.108,0,0,fn
k0,-0.009,"[-0.745, 0.727]",0.736,-0.020,0.984,24,0.200,318916775.462,0.196,0.000,-0.009,0,0,fp
k1,0.005,"[-0.477, 0.488]",0.482,0.019,0.985,24,0.200,318916775.462,0.196,0.000,0.005,0,0,fp
k2,-0.550,"[-1.348, 0.248]",0.798,-1.149,0.255,24,0.200,318916775.462,0.196,0.000,-0.550,0,0,fp
k3,-0.253,"[-0.952, 0.447]",0.700,-0.602,0.549,24,0.200,318916775.462,0.196,0.000,-0.253,0,0,fp
k4,-0.092,"[-0.675, 0.491]",0.583,-0.264,0.792,24,0.200,318916775.462,0.196,0.000,-0.092,0,0,fp
k5,-0.315,"[-0.892, 0.262]",0.577,-0.910,0.366,24,0.200,318916775.462,0.196,0.000,-0.315,0,0,fp
vot,0.169,,,,,24,0.200,318916775.462,0.196,0.167,0.003,0,0,fn
tt,-0.935,"[-1.464, -0.407]",0.528,-2.952,0.004,24,0.250,662522522.323,0.247,-1.000,0.065,0,0,fn
c,-6.229,"[-9.804, -2.655]",3.575,-2.907,0.005,24,0.250,662522522.323,0.247,-6.000,-0.229,0,0,fn
s,-2.165,"[-3.509, -0.82]",1.344,-2.686,0.009,24,0.250,662522522.323,0.247,-3.000,0.835,0,0,fn
k0,0.226,"[-0.711, 1.164]",0.938,0.403,0.689,24,0.250,662522522.323,0.247,0.000,0.226,0,0,fp
k1,0.455,"[-0.204, 1.114]",0.659,1.151,0.254,24,0.250,662522522.323,0.247,0.000,0.455,0,0,fp
k2,-0.555,"[-1.587, 0.478]",1.033,-0.896,0.374,24,0.250,662522522.323,0.247,0.000,-0.555,0,0,fp
k3,0.233,"[-0.6, 1.065]",0.832,0.466,0.643,24,0.250,662522522.323,0.247,0.000,0.233,0,0,fp
k4,-0.914,"[-1.701, -0.128]",0.786,-1.939,0.057,24,0.250,662522522.323,0.247,0.000,-0.914,0,1,fp
k5,-0.002,"[-0.637, 0.633]",0.635,-0.005,0.996,24,0.250,662522522.323,0.247,0.000,-0.002,0,0,fp
vot,0.150,,,,,24,0.250,662522522.323,0.247,0.167,-0.017,0,0,fn
