attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.879,"[-1.199, -0.559]",0.320,-4.575,0.000,61.156,ngd,49,191855296.761,0.143,-1.000,0.121,0,0,fn
c,-5.680,"[-7.585, -3.775]",1.905,-4.968,0.000,61.156,ngd,49,191855296.761,0.143,-6.000,0.320,0,0,fn
s,-3.346,"[-4.555, -2.138]",1.208,-4.613,0.000,61.156,ngd,49,191855296.761,0.143,-3.000,-0.346,0,0,fn
vot,0.155,,,,,61.156,ngd,49,191855296.761,0.143,0.167,-0.012,0,0,fn
tt,-1.382,"[-1.962, -0.801]",0.580,-3.967,0.000,63.206,lm,49,171138775.794,0.135,-1.000,-0.382,0,0,fn
c,-8.060,"[-11.356, -4.763]",3.297,-4.073,0.000,63.206,lm,49,171138775.794,0.135,-6.000,-2.060,0,0,fn
s,-3.582,"[-5.092, -2.072]",1.510,-3.953,0.000,63.206,lm,49,171138775.794,0.135,-3.000,-0.582,0,0,fn
vot,0.171,,,,,63.206,lm,49,171138775.794,0.135,0.167,0.005,0,0,fn
tt,-1.357,"[-1.931, -0.783]",0.574,-3.939,0.000,124.107,ngd+lm,49,170318648.234,0.135,-1.000,-0.357,0,0,fn
c,-8.164,"[-11.504, -4.825]",3.339,-4.073,0.000,124.107,ngd+lm,49,170318648.234,0.135,-6.000,-2.164,0,0,fn
s,-3.714,"[-5.277, -2.151]",1.563,-3.959,0.000,124.107,ngd+lm,49,170318648.234,0.135,-3.000,-0.714,0,0,fn
vot,0.166,,,,,124.107,ngd+lm,49,170318648.234,0.135,0.167,-0.000,0,0,fn
