stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,44.463,2.023,0.000,76,0,9,2524950042.632,362122781.704
refined,59.965,2.023,0.000,76,0,9,2524950042.632,278847030.793
