stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.235,"[-1.475, 1.004]",1.240,-0.344,0.738
norefined,c,-7.783,"[-29.487, 13.921]",21.704,-0.650,0.530
norefined,s,-3.149,"[-10.559, 4.261]",7.410,-0.770,0.459
norefined,k0,-1.004,"[-6.44, 4.431]",5.436,-0.335,0.745
norefined,k1,-1.122,"[-13.158, 10.913]",12.036,-0.169,0.869
norefined,k2,-0.579,"[-7.35, 6.192]",6.771,-0.155,0.880
norefined,k3,0.665,"[-5.557, 6.887]",6.222,0.194,0.850
norefined,k4,-1.204,"[-6.657, 4.248]",5.453,-0.400,0.697
norefined,k5,0.674,"[-3.494, 4.842]",4.168,0.293,0.775
refined,tt,-0.235,"[-1.475, 1.004]",1.240,-0.344,0.738
refined,c,-7.783,"[-29.487, 13.921]",21.704,-0.650,0.530
refined,s,-3.149,"[-10.559, 4.261]",7.410,-0.770,0.459
refined,k0,-1.004,"[-6.44, 4.431]",5.436,-0.335,0.745
refined,k1,-1.122,"[-13.158, 10.913]",12.036,-0.169,0.869
refined,k2,-0.579,"[-7.35, 6.192]",6.771,-0.155,0.880
refined,k3,0.665,"[-5.557, 6.887]",6.222,0.194,0.850
refined,k4,-1.204,"[-6.657, 4.248]",5.453,-0.400,0.697
refined,k5,0.674,"[-3.494, 4.842]",4.168,0.293,0.775
