stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,12.002,2.023,0.000,76,0,9,2147901835.750,822271596.731
refined,24.460,2.023,0.000,76,0,9,2147901835.750,501187726.175
