attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.113,"[-1.494, -0.732]",0.381,-4.867,0.000,71.711,ngd,68,199991744.723,0.145,-1.000,-0.113,0,0,fn
c,-5.515,"[-7.388, -3.642]",1.873,-4.906,0.000,71.711,ngd,68,199991744.723,0.145,-6.000,0.485,0,0,fn
s,-3.051,"[-4.053, -2.05]",1.001,-5.077,0.000,71.711,ngd,68,199991744.723,0.145,-3.000,-0.051,0,0,fn
vot,0.202,,,,,71.711,ngd,68,199991744.723,0.145,0.167,0.035,0,0,fn
tt,-36.327,"[-208.192, 135.538]",171.865,-0.352,0.726,94.624,lm,68,6252344475.103,0.812,-1.000,-35.327,1,0,fn
c,210.634,"[-783.84, 1205.108]",994.474,0.353,0.725,94.624,lm,68,6252344475.103,0.812,-6.000,216.634,1,0,fn
s,145.518,"[-542.199, 833.235]",687.717,0.353,0.725,94.624,lm,68,6252344475.103,0.812,-3.000,148.518,1,0,fn
vot,-0.172,,,,,94.624,lm,68,6252344475.103,0.812,0.167,-0.339,0,0,fn
tt,-0.633,"[-0.803, -0.462]",0.170,-6.193,0.000,123.972,ngd+lm,68,187712704.912,0.141,-1.000,0.367,0,0,fn
c,-3.327,"[-4.202, -2.452]",0.875,-6.336,0.000,123.972,ngd+lm,68,187712704.912,0.141,-6.000,2.673,0,0,fn
s,-1.616,"[-2.033, -1.2]",0.416,-6.466,0.000,123.972,ngd+lm,68,187712704.912,0.141,-3.000,1.384,0,0,fn
vot,0.190,,,,,123.972,ngd+lm,68,187712704.912,0.141,0.167,0.024,0,0,fn
