stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.578,"[-2.448, -0.707]",0.871,-3.039,0.004
norefined,c,-7.826,"[-12.448, -3.204]",4.622,-2.840,0.007
norefined,s,-3.941,"[-6.071, -1.811]",2.130,-3.103,0.003
norefined,k0,0.913,"[-0.739, 2.566]",1.652,0.927,0.359
norefined,k1,1.080,"[0.26, 1.9]",0.820,2.209,0.032
norefined,k2,-1.201,"[-2.238, -0.164]",1.037,-1.943,0.058
norefined,k3,0.747,"[-0.368, 1.861]",1.114,1.124,0.267
norefined,k4,-0.757,"[-2.017, 0.503]",1.260,-1.007,0.319
norefined,k5,1.263,"[0.107, 2.419]",1.156,1.832,0.073
refined,tt,-1.599,"[-2.144, -1.054]",0.545,-4.920,0.000
refined,c,-8.703,"[-11.76, -5.646]",3.057,-4.775,0.000
refined,s,-4.744,"[-6.256, -3.232]",1.512,-5.263,0.000
refined,k0,-1.006,"[-1.914, -0.099]",0.907,-1.861,0.069
refined,k1,-0.434,"[-0.9, 0.032]",0.466,-1.561,0.125
refined,k2,-0.356,"[-0.903, 0.191]",0.547,-1.091,0.281
refined,k3,-0.409,"[-1.099, 0.281]",0.690,-0.994,0.325
refined,k4,-1.006,"[-1.739, -0.273]",0.733,-2.301,0.026
refined,k5,-0.491,"[-1.09, 0.108]",0.599,-1.375,0.176
