stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,39.156,1.857,0.000,0,9,1532250648.560,116503189.626,38
refined,133.003,1.857,0.000,0,9,1532250648.560,36243387.260,38
