stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.564,"[-4.192, 1.064]",2.628,-1.078,0.306
norefined,c,-7.631,"[-19.289, 4.028]",11.658,-1.186,0.263
norefined,s,-4.259,"[-11.991, 3.473]",7.732,-0.998,0.342
norefined,k0,1.065,"[-3.028, 5.159]",4.094,0.472,0.647
norefined,k1,1.146,"[-1.064, 3.356]",2.210,0.940,0.369
norefined,k2,-0.965,"[-3.265, 1.335]",2.300,-0.760,0.465
norefined,k3,0.467,"[-2.776, 3.711]",3.244,0.261,0.799
norefined,k4,-0.742,"[-4.561, 3.078]",3.819,-0.352,0.732
norefined,k5,1.742,"[-1.515, 4.999]",3.257,0.969,0.355
refined,tt,-4.045,"[-13.441, 5.351]",9.396,-0.780,0.453
refined,c,-21.926,"[-72.97, 29.119]",51.045,-0.779,0.454
refined,s,-14.448,"[-49.58, 20.684]",35.132,-0.745,0.473
refined,k0,6.198,"[-9.818, 22.214]",16.016,0.701,0.499
refined,k1,-0.659,"[-4.513, 3.195]",3.854,-0.310,0.763
refined,k2,-2.742,"[-10.999, 5.514]",8.257,-0.602,0.561
refined,k3,4.214,"[-5.216, 13.644]",9.430,0.810,0.437
refined,k4,2.851,"[-3.223, 8.925]",6.074,0.851,0.415
refined,k5,5.918,"[-7.392, 19.229]",13.311,0.806,0.439
