stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,17.391,2.347,0.000,0,9,720679086.544,43279736.983,19
refined,42.970,2.347,0.000,0,9,720679086.544,18165398.159,19
