stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,92.493,2.023,0.000,0,9,2974432561.606,221568769.452,76
refined,178.777,2.023,0.000,0,9,2974432561.606,118907065.296,76
