stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.211,"[-2.424, 0.001]",1.213,-1.697,0.100
norefined,c,-5.360,"[-10.221, -0.5]",4.861,-1.874,0.071
norefined,s,-3.705,"[-7.524, 0.113]",3.818,-1.649,0.110
norefined,k0,-0.841,"[-2.053, 0.37]",1.211,-1.180,0.248
norefined,k1,1.016,"[-0.81, 2.842]",1.826,0.946,0.352
norefined,k2,1.267,"[-0.611, 3.144]",1.878,1.146,0.261
norefined,k3,-1.293,"[-3.429, 0.842]",2.135,-1.029,0.312
norefined,k4,-1.521,"[-3.271, 0.229]",1.750,-1.476,0.151
norefined,k5,-0.225,"[-1.589, 1.139]",1.364,-0.280,0.781
refined,tt,-0.936,"[-1.478, -0.394]",0.542,-2.932,0.007
refined,c,-5.480,"[-8.294, -2.667]",2.814,-3.310,0.003
refined,s,-2.940,"[-4.762, -1.117]",1.823,-2.741,0.010
refined,k0,-0.404,"[-0.903, 0.096]",0.499,-1.374,0.180
refined,k1,-0.020,"[-0.619, 0.578]",0.599,-0.058,0.954
refined,k2,0.042,"[-0.58, 0.664]",0.622,0.115,0.909
refined,k3,0.205,"[-0.392, 0.801]",0.597,0.582,0.565
refined,k4,0.027,"[-0.435, 0.488]",0.461,0.098,0.923
refined,k5,-0.059,"[-0.586, 0.468]",0.527,-0.192,0.849
