stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,11.525,2.347,0.000,19,0,9,581621681.800,51142175.717
refined,36.284,2.347,0.000,19,0,9,581621681.800,17281745.059
