stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-2.857,-5.429,-4.503,0.697,0.188,-0.115,1.017,0.579,-0.058,2661915222.853,1584,0,0,0.526
norefined,2,-2.517,-5.599,-4.579,0.591,0.157,-0.286,0.908,0.435,0.104,2549553809.239,1584,0,0,0.450
norefined,3,-2.206,-5.771,-4.479,0.601,0.325,-0.393,0.931,0.277,0.323,2375163897.595,1584,0,0,0.382
norefined,4,-1.784,-5.877,-4.484,0.625,0.455,-0.468,0.936,0.140,0.461,2116863494.016,1584,0,0,0.304
norefined,5,-1.322,-5.965,-4.507,0.619,0.527,-0.537,0.902,0.042,0.549,1818634666.908,1584,0,0,0.222
norefined,6,-0.927,-6.047,-4.544,0.594,0.552,-0.445,0.784,-0.091,0.759,1926215074.228,1584,0,0,0.153
norefined,7,-1.397,-6.011,-4.469,0.601,0.515,-0.335,0.796,-0.094,0.853,1797154504.570,1584,0,0,0.232
norefined,8,-0.922,-6.063,-4.538,0.579,0.539,-0.357,0.733,-0.166,0.933,1896053728.784,1584,0,0,0.152
norefined,9,-1.395,-6.024,-4.464,0.588,0.501,-0.255,0.743,-0.165,1.019,1775770789.078,1584,0,0,0.231
norefined,10,-0.917,-6.070,-4.537,0.569,0.526,-0.284,0.686,-0.229,1.091,1871902134.154,1584,0,0,0.151
refined,11,-1.395,-6.024,-4.464,0.588,0.501,-0.255,0.743,-0.165,1.019,1775770789.078,1584,0,0,0.231
refined,12,0.066,-1.121,-0.103,0.761,-0.911,0.786,-0.897,-1.661,1.647,2402642864.343,1584,0,0,-0.059
refined,13,-0.177,-1.067,-0.746,-0.043,0.023,0.448,-0.208,-0.697,0.718,1639343657.615,1584,0,0,0.166
refined,14,-0.209,-1.301,-0.861,0.010,-0.037,0.496,-0.197,-0.797,0.815,1622487834.809,1584,0,0,0.161
refined,15,-0.217,-1.423,-0.916,0.055,-0.091,0.540,-0.188,-0.848,0.838,1619366440.271,1584,0,0,0.153
refined,16,-0.222,-1.487,-0.944,0.074,-0.115,0.561,-0.186,-0.876,0.851,1618679092.621,1584,0,0,0.150
refined,17,-0.225,-1.520,-0.958,0.084,-0.127,0.571,-0.185,-0.889,0.857,1618520554.612,1584,0,0,0.148
refined,18,-0.226,-1.536,-0.965,0.088,-0.133,0.576,-0.184,-0.895,0.860,1618483279.418,1584,0,0,0.147
refined,19,-0.227,-1.544,-0.968,0.091,-0.136,0.578,-0.184,-0.898,0.861,1618474417.618,1584,0,0,0.147
refined,20,-0.227,-1.548,-0.970,0.092,-0.137,0.579,-0.184,-0.900,0.862,1618472298.065,1584,0,0,0.147
