stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.160,"[-2.484, 0.165]",1.324,-1.460,0.149
norefined,c,-6.242,"[-12.551, 0.068]",6.309,-1.650,0.104
norefined,s,-4.154,"[-8.838, 0.53]",4.684,-1.479,0.144
norefined,k0,0.065,"[-1.447, 1.577]",1.512,0.072,0.943
norefined,k1,0.316,"[-0.945, 1.576]",1.261,0.418,0.677
norefined,k2,-0.431,"[-1.571, 0.709]",1.140,-0.630,0.531
norefined,k3,0.906,"[-0.534, 2.346]",1.440,1.049,0.298
norefined,k4,0.407,"[-0.864, 1.678]",1.271,0.534,0.595
norefined,k5,0.759,"[-0.526, 2.044]",1.285,0.985,0.328
refined,tt,-942.081,"[-1238.718, -645.443]",296.637,-5.297,0.000
refined,c,-7394.719,"[-7684.189, -7105.25]",289.469,-42.608,0.000
refined,s,-2826.162,"[-3670.086, -1982.238]",843.924,-5.586,0.000
refined,k0,-670.699,"[-2002.377, 660.979]",1331.678,-0.840,0.404
refined,k1,-1267.585,"[-2677.968, 142.798]",1410.383,-1.499,0.139
refined,k2,442.193,"[-4269.275, 5153.662]",4711.469,0.157,0.876
refined,k3,1663.621,"[810.24, 2517.002]",853.381,3.252,0.002
refined,k4,537.018,"[-5187.526, 6261.562]",5724.544,0.156,0.876
refined,k5,147.023,"[-10900.193, 11194.24]",11047.216,0.022,0.982
