stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-2.857,-5.429,-4.503,0.697,0.188,-0.115,1.017,0.579,-0.058,1223852452.297,1584,0,0,0.526
norefined,2,-2.501,-5.553,-4.594,0.550,0.149,-0.207,0.979,0.537,0.197,1137221842.363,1584,0,0,0.450
norefined,3,-2.151,-5.687,-4.535,0.502,0.264,-0.266,1.023,0.501,0.487,1015103190.176,1584,0,0,0.378
norefined,4,-1.720,-5.797,-4.532,0.462,0.363,-0.345,1.018,0.434,0.660,863478255.639,1584,0,0,0.297
norefined,5,-1.269,-5.926,-4.497,0.355,0.390,-0.436,0.973,0.397,0.733,735416559.680,1584,0,0,0.214
norefined,6,-1.660,-6.045,-4.257,0.230,0.315,-0.372,0.962,0.407,0.726,799025787.495,1584,0,0,0.275
norefined,7,-1.181,-6.134,-4.276,0.160,0.343,-0.441,0.930,0.390,0.756,709892196.896,1584,0,0,0.193
norefined,8,-1.642,-6.166,-4.114,0.124,0.294,-0.363,0.937,0.422,0.744,779243673.976,1584,0,0,0.266
norefined,9,-1.160,-6.242,-4.154,0.065,0.316,-0.431,0.906,0.407,0.759,692947950.417,1584,0,0,0.186
norefined,10,-1.625,-6.259,-4.006,0.039,0.269,-0.351,0.915,0.443,0.745,765420297.633,1584,0,0,0.260
refined,11,-1.160,-6.242,-4.154,0.065,0.316,-0.431,0.906,0.407,0.759,692947950.417,1584,0,0,0.186
refined,12,-0.653,-4.747,-1.618,-0.900,-0.364,0.539,0.419,0.399,-0.143,626505260.566,1584,0,0,0.138
refined,13,-1.078,-7.481,-3.146,-1.021,-0.949,0.689,1.081,0.132,-0.122,537531783.981,1584,0,0,0.144
refined,14,-1.760,-12.777,-5.372,-1.503,-1.959,1.163,2.355,0.404,0.301,515337148.413,1584,0,0,0.138
refined,15,-2.862,-22.166,-8.735,-2.059,-4.170,2.209,4.548,0.739,1.195,502656491.552,1584,0,0,0.129
refined,16,-4.070,-30.806,-12.291,-2.729,-5.482,2.665,6.347,1.286,1.287,497446865.872,1584,0,0,0.132
refined,17,-6.869,-52.993,-20.788,-4.818,-9.556,4.267,11.327,2.941,2.161,491416947.829,1584,0,0,0.130
refined,18,-28.483,-222.403,-85.856,-19.560,-38.874,14.069,49.585,15.565,5.951,476041971.332,1584,0,0,0.128
refined,19,-93.974,-736.926,-283.103,-67.342,-126.150,43.775,165.212,54.130,16.392,469455289.861,1584,0,0,0.128
refined,20,-942.081,-7394.719,-2826.162,-670.699,-1267.585,442.193,1663.621,537.018,147.023,465143556.509,1584,0,0,0.127
