stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.177,"[-1.867, -0.488]",0.689,-3.411,0.001
norefined,c,-4.970,"[-8.042, -1.899]",3.071,-3.230,0.002
norefined,s,-2.611,"[-4.468, -0.755]",1.857,-2.807,0.007
norefined,k0,-0.209,"[-1.201, 0.782]",0.991,-0.421,0.675
norefined,k1,0.729,"[-0.284, 1.742]",1.013,1.436,0.156
norefined,k2,-0.619,"[-1.407, 0.169]",0.788,-1.568,0.122
norefined,k3,-1.037,"[-2.237, 0.162]",1.200,-1.726,0.089
norefined,k4,-1.093,"[-2.23, 0.044]",1.137,-1.919,0.059
norefined,k5,1.691,"[0.305, 3.076]",1.385,2.436,0.018
refined,tt,-0.991,"[-1.362, -0.62]",0.371,-5.325,0.000
refined,c,-5.341,"[-7.347, -3.334]",2.007,-5.313,0.000
refined,s,-2.895,"[-4.052, -1.738]",1.157,-4.995,0.000
refined,k0,-0.087,"[-0.655, 0.481]",0.568,-0.306,0.760
refined,k1,-0.038,"[-0.42, 0.343]",0.381,-0.201,0.841
refined,k2,-0.240,"[-0.717, 0.236]",0.477,-1.007,0.318
refined,k3,-0.126,"[-0.721, 0.468]",0.594,-0.425,0.672
refined,k4,0.135,"[-0.458, 0.728]",0.593,0.454,0.651
refined,k5,0.226,"[-0.26, 0.713]",0.486,0.930,0.356
