stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,25.420,2.023,0.000,0,9,2561665981.551,580266073.739,76
refined,73.520,2.023,0.000,0,9,2561665981.551,235538948.943,76
