stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.550,"[-3.173, 0.073]",1.623,-1.907,0.061
norefined,c,-6.985,"[-14.864, 0.894]",7.879,-1.770,0.081
norefined,s,-4.096,"[-8.432, 0.24]",4.336,-1.886,0.064
norefined,k0,-1.561,"[-3.81, 0.688]",2.249,-1.385,0.171
norefined,k1,1.367,"[-0.595, 3.329]",1.962,1.391,0.169
norefined,k2,-1.381,"[-2.864, 0.101]",1.483,-1.860,0.067
norefined,k3,-1.057,"[-2.721, 0.608]",1.664,-1.267,0.209
norefined,k4,1.214,"[-0.838, 3.266]",2.052,1.181,0.242
norefined,k5,0.860,"[-0.885, 2.604]",1.745,0.983,0.329
refined,tt,-1.550,"[-3.173, 0.073]",1.623,-1.907,0.061
refined,c,-6.985,"[-14.864, 0.894]",7.879,-1.770,0.081
refined,s,-4.096,"[-8.432, 0.24]",4.336,-1.886,0.064
refined,k0,-1.561,"[-3.81, 0.688]",2.249,-1.385,0.171
refined,k1,1.367,"[-0.595, 3.329]",1.962,1.391,0.169
refined,k2,-1.381,"[-2.864, 0.101]",1.483,-1.860,0.067
refined,k3,-1.057,"[-2.721, 0.608]",1.664,-1.267,0.209
refined,k4,1.214,"[-0.838, 3.266]",2.052,1.181,0.242
refined,k5,0.860,"[-0.885, 2.604]",1.745,0.983,0.329
