stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,28.369,1.857,0.000,0,9,1325013616.855,135146785.843,38
refined,111.777,1.857,0.000,0,9,1325013616.855,37126121.718,38
