stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,27.834,1.727,0.000,0,9,4285438962.805,904320145.399,76
refined,54.272,1.727,0.000,0,9,4285438962.805,516925151.554,76
