attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.937,"[-1.229, -0.645]",0.292,-5.352,0.000,29,0.150,196730819.039,0.143,-1.000,0.063,0,0,fn
c,-5.144,"[-6.768, -3.52]",1.624,-5.282,0.000,29,0.150,196730819.039,0.143,-6.000,0.856,0,0,fn
s,-2.665,"[-3.543, -1.786]",0.879,-5.058,0.000,29,0.150,196730819.039,0.143,-3.000,0.335,0,0,fn
k0,0.232,"[-0.201, 0.665]",0.433,0.892,0.376,29,0.150,196730819.039,0.143,0.000,0.232,0,0,fp
k1,-0.122,"[-0.64, 0.396]",0.518,-0.392,0.696,29,0.150,196730819.039,0.143,0.000,-0.122,0,0,fp
k2,-0.049,"[-0.417, 0.32]",0.368,-0.221,0.826,29,0.150,196730819.039,0.143,0.000,-0.049,0,0,fp
k3,0.120,"[-0.412, 0.653]",0.532,0.377,0.707,29,0.150,196730819.039,0.143,0.000,0.120,0,0,fp
k4,-0.241,"[-0.833, 0.351]",0.592,-0.680,0.499,29,0.150,196730819.039,0.143,0.000,-0.241,0,0,fp
k5,0.044,"[-0.411, 0.499]",0.455,0.162,0.872,29,0.150,196730819.039,0.143,0.000,0.044,0,0,fp
vot,0.182,,,,,29,0.150,196730819.039,0.143,0.167,0.015,0,0,fn
tt,-3.774,"[-7.765, 0.217]",3.991,-1.577,0.119,29,0.250,518320049.673,0.245,-1.000,-2.774,1,0,fn
c,-31.709,"[-67.881, 4.464]",36.172,-1.462,0.148,29,0.250,518320049.673,0.245,-6.000,-25.709,1,0,fn
s,-10.612,"[-21.908, 0.684]",11.296,-1.567,0.122,29,0.250,518320049.673,0.245,-3.000,-7.612,1,0,fn
k0,-3.735,"[-7.445, -0.025]",3.710,-1.679,0.098,29,0.250,518320049.673,0.245,0.000,-3.735,0,1,fp
k1,2.241,"[-2.561, 7.043]",4.802,0.778,0.439,29,0.250,518320049.673,0.245,0.000,2.241,0,0,fp
k2,-0.742,"[-2.739, 1.255]",1.997,-0.620,0.538,29,0.250,518320049.673,0.245,0.000,-0.742,0,0,fp
k3,5.210,"[-1.582, 12.002]",6.792,1.279,0.205,29,0.250,518320049.673,0.245,0.000,5.210,0,0,fp
k4,-3.064,"[-10.053, 3.924]",6.988,-0.731,0.467,29,0.250,518320049.673,0.245,0.000,-3.064,0,0,fp
k5,-10.044,"[-21.567, 1.479]",11.523,-1.454,0.151,29,0.250,518320049.673,0.245,0.000,-10.044,0,0,fp
vot,0.119,,,,,29,0.250,518320049.673,0.245,0.167,-0.048,0,0,fn
tt,-0.727,"[-1.724, 0.271]",0.997,-1.215,0.229,29,0.500,2706540759.036,0.478,-1.000,0.273,1,0,fn
c,-5.443,"[-13.441, 2.555]",7.998,-1.135,0.260,29,0.500,2706540759.036,0.478,-6.000,0.557,1,0,fn
s,-1.311,"[-3.685, 1.063]",2.374,-0.921,0.360,29,0.500,2706540759.036,0.478,-3.000,1.689,1,0,fn
k0,-1.090,"[-3.662, 1.481]",2.572,-0.707,0.482,29,0.500,2706540759.036,0.478,0.000,-1.090,0,0,fp
k1,0.523,"[-2.008, 3.053]",2.531,0.345,0.732,29,0.500,2706540759.036,0.478,0.000,0.523,0,0,fp
k2,0.763,"[-1.83, 3.357]",2.593,0.491,0.625,29,0.500,2706540759.036,0.478,0.000,0.763,0,0,fp
k3,-2.111,"[-6.03, 1.807]",3.919,-0.899,0.372,29,0.500,2706540759.036,0.478,0.000,-2.111,0,0,fp
k4,-0.951,"[-4.194, 2.291]",3.243,-0.489,0.626,29,0.500,2706540759.036,0.478,0.000,-0.951,0,0,fp
k5,-0.407,"[-2.814, 2.0]",2.407,-0.282,0.779,29,0.500,2706540759.036,0.478,0.000,-0.407,0,0,fp
vot,0.134,,,,,29,0.500,2706540759.036,0.478,0.167,-0.033,0,0,fn
