attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.871,"[-1.212, -0.529]",0.341,-4.249,0.000,4.992,ngd,24,193348868.418,0.142,-1.000,0.129,0,0,fn
c,-6.068,"[-8.711, -3.425]",2.643,-3.825,0.000,4.992,ngd,24,193348868.418,0.142,-6.000,-0.068,0,0,fn
s,-3.937,"[-5.515, -2.36]",1.577,-4.159,0.000,4.992,ngd,24,193348868.418,0.142,-3.000,-0.937,0,0,fn
vot,0.143,,,,,4.992,ngd,24,193348868.418,0.142,0.167,-0.023,0,0,fn
tt,-0.989,"[-1.33, -0.649]",0.340,-4.844,0.000,5.190,lm,24,158880476.075,0.129,-1.000,0.011,0,0,fn
c,-5.728,"[-7.765, -3.692]",2.037,-4.686,0.000,5.190,lm,24,158880476.075,0.129,-6.000,0.272,0,0,fn
s,-3.071,"[-3.977, -2.164]",0.907,-5.643,0.000,5.190,lm,24,158880476.075,0.129,-3.000,-0.071,0,0,fn
vot,0.173,,,,,5.190,lm,24,158880476.075,0.129,0.167,0.006,0,0,fn
tt,-0.991,"[-1.332, -0.65]",0.341,-4.839,0.000,10.313,ngd+lm,24,158880364.256,0.129,-1.000,0.009,0,0,fn
c,-5.739,"[-7.781, -3.696]",2.043,-4.681,0.000,10.313,ngd+lm,24,158880364.256,0.129,-6.000,0.261,0,0,fn
s,-3.075,"[-3.983, -2.166]",0.909,-5.637,0.000,10.313,ngd+lm,24,158880364.256,0.129,-3.000,-0.075,0,0,fn
vot,0.173,,,,,10.313,ngd+lm,24,158880364.256,0.129,0.167,0.006,0,0,fn
