stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.026,"[-1.952, -0.1]",0.926,-2.212,0.030
norefined,c,-6.309,"[-12.133, -0.485]",5.824,-2.162,0.034
norefined,s,-3.441,"[-6.678, -0.203]",3.238,-2.121,0.038
norefined,k0,-0.594,"[-1.987, 0.8]",1.393,-0.851,0.398
norefined,k1,0.720,"[-0.897, 2.337]",1.617,0.889,0.377
norefined,k2,0.866,"[-0.752, 2.483]",1.617,1.069,0.289
norefined,k3,-1.174,"[-2.911, 0.562]",1.736,-1.350,0.182
norefined,k4,1.291,"[-0.627, 3.209]",1.918,1.344,0.184
norefined,k5,-0.015,"[-1.57, 1.539]",1.555,-0.020,0.984
refined,tt,-0.172,"[-0.237, -0.107]",0.065,-5.275,0.000
refined,c,-1.122,"[-1.493, -0.751]",0.371,-6.031,0.000
refined,s,-0.700,"[-0.924, -0.475]",0.225,-6.214,0.000
refined,k0,0.026,"[-0.27, 0.323]",0.297,0.176,0.861
refined,k1,0.016,"[-0.288, 0.321]",0.304,0.107,0.915
refined,k2,0.452,"[0.187, 0.718]",0.266,3.399,0.001
refined,k3,0.024,"[-0.291, 0.338]",0.315,0.150,0.881
refined,k4,0.141,"[-0.201, 0.484]",0.342,0.824,0.413
refined,k5,0.131,"[-0.171, 0.432]",0.302,0.864,0.390
