stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.715,"[-1.477, 0.047]",0.762,-1.873,0.065
norefined,c,-5.523,"[-11.214, 0.168]",5.691,-1.937,0.057
norefined,s,-2.003,"[-4.258, 0.251]",2.254,-1.774,0.081
norefined,k0,-1.517,"[-4.032, 0.998]",2.515,-1.204,0.233
norefined,k1,-1.516,"[-3.889, 0.858]",2.374,-1.274,0.207
norefined,k2,1.399,"[-0.997, 3.795]",2.396,1.165,0.248
norefined,k3,-0.074,"[-1.552, 1.403]",1.477,-0.101,0.920
norefined,k4,0.603,"[-1.048, 2.254]",1.651,0.729,0.468
norefined,k5,0.742,"[-0.802, 2.286]",1.544,0.959,0.341
refined,tt,-0.326,"[-0.474, -0.177]",0.148,-4.378,0.000
refined,c,-2.715,"[-3.886, -1.544]",1.171,-4.627,0.000
refined,s,-0.939,"[-1.458, -0.419]",0.519,-3.609,0.001
refined,k0,0.139,"[-0.454, 0.732]",0.593,0.468,0.641
refined,k1,0.371,"[-0.13, 0.873]",0.502,1.477,0.144
refined,k2,0.241,"[-0.356, 0.838]",0.597,0.806,0.423
refined,k3,0.565,"[0.051, 1.08]",0.515,2.192,0.032
refined,k4,-0.091,"[-0.47, 0.288]",0.379,-0.479,0.634
refined,k5,0.329,"[-0.141, 0.799]",0.470,1.396,0.167
