stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.035,-5.119,-1.225,-1.593,-1.397,1.539,-0.280,1.059,1.006,3152129171.634,0.398
norefined,2,-1.633,-5.244,-1.388,-1.678,-1.484,1.448,-0.327,0.930,0.938,2248837843.083,0.311
norefined,3,-1.188,-5.334,-1.535,-1.748,-1.529,1.390,-0.356,0.836,0.888,930453171.781,0.223
norefined,4,-0.715,-5.407,-1.653,-1.777,-1.559,1.355,-0.341,0.783,0.865,510384746.038,0.132
norefined,5,-1.196,-5.350,-1.711,-1.747,-1.521,1.358,-0.297,0.736,0.792,829316402.472,0.224
norefined,6,-0.719,-5.424,-1.819,-1.774,-1.549,1.321,-0.284,0.694,0.773,478359874.988,0.133
norefined,7,-1.207,-5.367,-1.847,-1.742,-1.512,1.327,-0.245,0.665,0.720,775499725.118,0.225
norefined,8,-0.727,-5.442,-1.946,-1.768,-1.539,1.289,-0.235,0.632,0.705,454462614.076,0.134
norefined,9,-1.217,-5.386,-1.964,-1.735,-1.502,1.297,-0.198,0.611,0.660,739317086.375,0.226
norefined,10,-0.735,-5.462,-2.055,-1.759,-1.527,1.257,-0.190,0.585,0.648,435959487.863,0.135
refined,11,-0.735,-5.462,-2.055,-1.759,-1.527,1.257,-0.190,0.585,0.648,435959487.863,0.135
refined,12,-0.585,-3.891,-1.922,0.131,0.092,0.299,0.396,-0.094,-0.323,257573571.653,0.150
refined,13,-0.504,-3.514,-1.561,-0.287,0.181,0.200,0.230,-0.024,0.045,227985521.382,0.143
refined,14,-0.469,-3.291,-1.475,-0.203,0.198,0.136,0.260,-0.071,0.049,226582454.550,0.142
refined,15,-0.433,-3.062,-1.364,-0.203,0.230,0.111,0.248,-0.095,0.083,225524831.380,0.141
refined,16,-0.402,-2.875,-1.271,-0.196,0.248,0.097,0.246,-0.113,0.100,224627517.786,0.140
refined,17,-0.381,-2.743,-1.205,-0.194,0.261,0.089,0.241,-0.126,0.113,224094590.024,0.139
refined,18,-0.368,-2.661,-1.165,-0.192,0.267,0.085,0.238,-0.133,0.120,223863635.435,0.138
refined,19,-0.360,-2.615,-1.143,-0.191,0.271,0.083,0.236,-0.137,0.124,223782447.429,0.138
refined,20,-0.356,-2.589,-1.130,-0.191,0.272,0.082,0.234,-0.139,0.126,223757060.329,0.138
