stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.954,"[-1.485, -0.422]",0.531,-3.583,0.001
norefined,c,-5.830,"[-9.034, -2.626]",3.204,-3.632,0.001
norefined,s,-2.807,"[-4.419, -1.196]",1.612,-3.477,0.001
norefined,k0,0.477,"[-0.19, 1.143]",0.666,1.428,0.158
norefined,k1,-0.558,"[-1.131, 0.015]",0.573,-1.945,0.056
norefined,k2,-0.668,"[-1.423, 0.088]",0.755,-1.765,0.082
norefined,k3,-0.331,"[-1.447, 0.786]",1.116,-0.591,0.556
norefined,k4,0.161,"[-0.476, 0.797]",0.637,0.504,0.616
norefined,k5,0.669,"[-0.334, 1.671]",1.003,1.331,0.188
refined,tt,-0.962,"[-1.383, -0.541]",0.421,-4.557,0.000
refined,c,-5.542,"[-7.863, -3.222]",2.320,-4.768,0.000
refined,s,-2.593,"[-3.745, -1.44]",1.152,-4.492,0.000
refined,k0,0.193,"[-0.29, 0.677]",0.484,0.798,0.428
refined,k1,-0.093,"[-0.513, 0.327]",0.420,-0.443,0.659
refined,k2,0.600,"[-0.117, 1.317]",0.717,1.670,0.100
refined,k3,-0.327,"[-1.218, 0.565]",0.891,-0.731,0.467
refined,k4,-0.136,"[-0.683, 0.411]",0.547,-0.496,0.622
refined,k5,-0.398,"[-1.176, 0.38]",0.778,-1.021,0.311
