stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.744,-5.394,-2.404,1.787,0.380,-0.780,-0.148,1.639,1.699,6265737877.681,-0.138
norefined,2,0.314,-5.445,-2.535,1.702,0.238,-0.804,-0.208,1.526,1.670,3798971420.500,-0.058
norefined,3,-0.148,-5.492,-2.604,1.613,0.133,-0.821,-0.251,1.449,1.614,2203284811.793,0.027
norefined,4,-0.607,-5.508,-2.652,1.518,0.050,-0.841,-0.303,1.336,1.545,1505170656.174,0.110
norefined,5,-1.018,-5.499,-2.704,1.363,-0.052,-0.878,-0.365,1.167,1.443,930901749.602,0.185
norefined,6,-1.381,-5.515,-2.716,1.167,-0.154,-0.906,-0.394,0.967,1.278,685183388.253,0.250
norefined,7,-1.208,-5.662,-2.735,0.876,-0.304,-0.902,-0.389,0.768,1.051,475649784.662,0.213
norefined,8,-1.127,-5.770,-2.742,0.591,-0.449,-0.899,-0.359,0.518,0.794,289527922.047,0.195
norefined,9,-0.905,-5.884,-2.747,0.341,-0.543,-0.886,-0.318,0.281,0.553,188061771.478,0.154
norefined,10,-1.263,-5.916,-2.672,0.146,-0.592,-0.822,-0.314,0.055,0.415,217667172.614,0.213
refined,11,-0.905,-5.884,-2.747,0.341,-0.543,-0.886,-0.318,0.281,0.553,188061771.478,0.154
refined,12,-0.870,-5.483,-2.480,-0.049,-0.207,-0.140,-0.287,-0.074,-0.042,113975576.147,0.159
refined,13,-1.032,-6.269,-2.822,-0.136,-0.267,0.031,-0.326,0.083,-0.206,109242823.757,0.165
refined,14,-1.131,-6.783,-3.044,-0.170,-0.301,0.141,-0.381,0.176,-0.297,108357973.799,0.167
refined,15,-1.180,-7.046,-3.154,-0.181,-0.322,0.200,-0.418,0.222,-0.346,108190851.140,0.167
refined,16,-1.202,-7.162,-3.201,-0.185,-0.331,0.228,-0.437,0.242,-0.369,108161519.156,0.168
refined,17,-1.210,-7.210,-3.220,-0.187,-0.336,0.239,-0.445,0.251,-0.379,108156610.707,0.168
refined,18,-1.214,-7.229,-3.228,-0.187,-0.337,0.244,-0.449,0.254,-0.383,108155807.553,0.168
refined,19,-1.215,-7.237,-3.231,-0.187,-0.338,0.246,-0.450,0.256,-0.385,108155677.388,0.168
refined,20,-1.216,-7.240,-3.232,-0.188,-0.338,0.247,-0.451,0.256,-0.385,108155656.375,0.168
