stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.744,-5.394,-2.404,1.787,0.380,-0.780,-0.148,1.639,1.699,6192577936.426,-0.138
norefined,2,0.305,-5.444,-2.527,1.714,0.244,-0.799,-0.204,1.530,1.676,3607091041.326,-0.056
norefined,3,-0.158,-5.492,-2.595,1.628,0.137,-0.810,-0.246,1.452,1.625,2063328530.809,0.029
norefined,4,-0.617,-5.508,-2.644,1.532,0.051,-0.820,-0.297,1.339,1.562,1412780832.549,0.112
norefined,5,-1.013,-5.508,-2.706,1.364,-0.063,-0.851,-0.358,1.162,1.451,894075674.932,0.184
norefined,6,-1.337,-5.545,-2.721,1.139,-0.185,-0.875,-0.379,0.951,1.271,659038211.812,0.241
norefined,7,-1.163,-5.697,-2.723,0.841,-0.333,-0.870,-0.360,0.762,1.047,432841169.625,0.204
norefined,8,-1.039,-5.819,-2.729,0.551,-0.463,-0.852,-0.319,0.525,0.802,250781970.288,0.179
norefined,9,-0.994,-5.932,-2.709,0.246,-0.552,-0.799,-0.280,0.252,0.567,150142996.993,0.167
norefined,10,-0.764,-6.082,-2.672,-0.013,-0.455,-0.668,-0.231,0.029,0.401,144591671.779,0.126
refined,11,-0.764,-6.082,-2.672,-0.013,-0.455,-0.668,-0.231,0.029,0.401,144591671.779,0.126
refined,12,-1.152,-7.190,-3.453,-0.290,-0.118,-0.301,0.235,0.092,0.441,90872515.913,0.160
refined,13,-1.286,-7.672,-3.782,-0.525,0.055,-0.361,0.505,0.075,0.597,87052519.766,0.168
refined,14,-1.333,-7.874,-3.933,-0.607,0.123,-0.422,0.642,0.057,0.701,86761002.629,0.169
refined,15,-1.346,-7.931,-3.976,-0.625,0.139,-0.436,0.676,0.055,0.726,86746486.185,0.170
refined,16,-1.348,-7.940,-3.983,-0.629,0.142,-0.439,0.683,0.054,0.731,86745919.566,0.170
refined,17,-1.349,-7.943,-3.985,-0.630,0.143,-0.439,0.684,0.054,0.732,86745898.320,0.170
refined,18,-1.349,-7.943,-3.985,-0.630,0.143,-0.439,0.684,0.054,0.732,86745897.443,0.170
refined,19,-1.349,-7.943,-3.985,-0.630,0.143,-0.439,0.684,0.054,0.732,86745897.389,0.170
refined,20,-1.349,-7.943,-3.985,-0.630,0.143,-0.439,0.684,0.054,0.732,86745897.382,0.170
