stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.764,"[-1.113, -0.415]",0.349,-4.373,0.000
norefined,c,-6.082,"[-8.54, -3.625]",2.458,-4.940,0.000
norefined,s,-2.672,"[-3.876, -1.469]",1.204,-4.431,0.000
norefined,k0,-0.013,"[-0.527, 0.5]",0.513,-0.052,0.959
norefined,k1,-0.455,"[-0.912, 0.002]",0.457,-1.987,0.051
norefined,k2,-0.668,"[-1.345, 0.009]",0.677,-1.970,0.053
norefined,k3,-0.231,"[-1.232, 0.77]",1.001,-0.461,0.646
norefined,k4,0.029,"[-0.487, 0.545]",0.516,0.113,0.910
norefined,k5,0.401,"[-0.366, 1.167]",0.767,1.043,0.301
refined,tt,-1.349,"[-1.807, -0.891]",0.458,-5.878,0.000
refined,c,-7.943,"[-10.597, -5.288]",2.655,-5.972,0.000
refined,s,-3.985,"[-5.401, -2.569]",1.416,-5.618,0.000
refined,k0,-0.630,"[-1.165, -0.094]",0.536,-2.347,0.022
refined,k1,0.143,"[-0.319, 0.606]",0.463,0.618,0.539
refined,k2,-0.439,"[-1.074, 0.195]",0.635,-1.381,0.172
refined,k3,0.684,"[-0.396, 1.765]",1.080,1.264,0.211
refined,k4,0.054,"[-0.451, 0.559]",0.505,0.214,0.831
refined,k5,0.732,"[-0.105, 1.568]",0.836,1.747,0.085
