stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.104,"[-1.96, -0.249]",0.856,-2.152,0.035
norefined,c,-7.203,"[-13.479, -0.928]",6.276,-1.914,0.060
norefined,s,-2.631,"[-5.118, -0.144]",2.487,-1.765,0.082
norefined,k0,-0.416,"[-2.444, 1.613]",2.029,-0.342,0.733
norefined,k1,0.696,"[-1.009, 2.4]",1.704,0.681,0.498
norefined,k2,1.427,"[-0.352, 3.207]",1.779,1.338,0.185
norefined,k3,-1.092,"[-2.906, 0.722]",1.814,-1.004,0.319
norefined,k4,-0.204,"[-1.88, 1.473]",1.676,-0.203,0.840
norefined,k5,0.923,"[-0.338, 2.184]",1.261,1.220,0.227
refined,tt,-35.813,"[-3868.493, 3796.867]",3832.680,-0.016,0.988
refined,c,-189.654,"[-20508.149, 20128.842]",20318.495,-0.016,0.988
refined,s,-90.154,"[-10064.241, 9883.933]",9974.087,-0.015,0.988
refined,k0,64.858,"[-6522.245, 6651.961]",6587.103,0.016,0.987
refined,k1,-57.403,"[-6476.145, 6361.339]",6418.742,-0.015,0.988
refined,k2,5.655,"[-1069.472, 1080.783]",1075.127,0.009,0.993
refined,k3,-49.370,"[-5387.354, 5288.615]",5337.984,-0.015,0.988
refined,k4,-17.564,"[-1833.652, 1798.524]",1816.088,-0.016,0.987
refined,k5,-0.289,"[-117.951, 117.373]",117.662,-0.004,0.997
