stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,64.239,2.023,0.000,76,0,9,4113694509.530,427213931.250
refined,90.031,2.023,0.000,76,0,9,4113694509.530,314171984.814
