stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,26.184,2.023,0.000,76,0,9,2207421455.597,488662253.245
refined,57.587,2.023,0.000,76,0,9,2207421455.597,252694677.632
