stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.361,-5.834,-1.861,-0.115,-0.593,-1.900,-1.414,0.805,-1.891,169708500.934,1584,0,0,0.233
norefined,2,-1.720,-5.760,-2.089,-0.089,-0.612,-1.838,-1.334,0.697,-1.690,149076778.759,1584,0,0,0.299
norefined,3,-1.497,-5.827,-2.395,-0.048,-0.512,-1.664,-1.200,0.691,-1.484,119878229.974,1584,0,0,0.257
norefined,4,-1.356,-5.780,-2.750,0.041,-0.516,-1.571,-1.136,0.568,-1.228,67221901.919,1584,0,0,0.235
norefined,5,-1.126,-5.754,-3.049,0.139,-0.591,-1.473,-1.147,0.465,-0.960,40884132.135,1584,0,0,0.196
norefined,6,-1.579,-5.714,-3.058,0.159,-0.587,-1.337,-1.105,0.475,-0.809,39611562.113,1584,0,0,0.276
norefined,7,-1.138,-5.760,-3.221,0.205,-0.642,-1.270,-1.141,0.415,-0.696,35282462.593,1584,0,0,0.198
norefined,8,-1.609,-5.737,-3.133,0.189,-0.587,-1.163,-1.079,0.443,-0.665,35209003.188,1584,0,0,0.280
norefined,9,-1.136,-5.812,-3.222,0.206,-0.640,-1.114,-1.125,0.398,-0.613,33361394.974,1584,0,0,0.195
norefined,10,-1.608,-5.782,-3.139,0.194,-0.566,-1.028,-1.054,0.416,-0.605,33062409.672,1584,0,0,0.278
refined,11,-1.608,-5.782,-3.139,0.194,-0.566,-1.028,-1.054,0.416,-0.605,33062409.672,1584,0,0,0.278
refined,12,-0.421,-3.190,-1.503,-1.388,-0.229,1.567,0.543,-0.676,-0.435,81860604.798,1584,0,0,0.132
refined,13,-0.741,-4.030,-2.219,-0.521,-0.144,0.550,0.488,-0.315,-0.206,6214602.677,1584,0,0,0.184
refined,14,-0.848,-4.669,-2.492,-0.368,0.035,0.473,0.286,-0.294,-0.292,4260504.638,1584,0,0,0.182
refined,15,-0.925,-5.011,-2.649,-0.369,0.032,0.496,0.229,-0.296,-0.364,4170134.037,1584,0,0,0.185
refined,16,-0.941,-5.059,-2.673,-0.381,0.024,0.498,0.202,-0.298,-0.384,4164577.501,1584,0,0,0.186
refined,17,-0.946,-5.080,-2.685,-0.385,0.021,0.501,0.198,-0.299,-0.391,4164249.091,1584,0,0,0.186
refined,18,-0.947,-5.081,-2.685,-0.386,0.021,0.500,0.197,-0.299,-0.391,4164230.914,1584,0,0,0.186
refined,19,-0.947,-5.083,-2.686,-0.386,0.021,0.501,0.197,-0.299,-0.392,4164229.879,1584,0,0,0.186
refined,20,-0.947,-5.083,-2.686,-0.386,0.021,0.501,0.197,-0.299,-0.392,4164229.811,1584,0,0,0.186
