stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.160,"[-2.411, 0.091]",1.251,-1.851,0.069
norefined,c,-7.505,"[-16.434, 1.424]",8.929,-1.678,0.098
norefined,s,-3.296,"[-6.911, 0.318]",3.615,-1.820,0.073
norefined,k0,1.133,"[-1.063, 3.329]",2.196,1.030,0.307
norefined,k1,0.028,"[-1.391, 1.447]",1.419,0.039,0.969
norefined,k2,1.438,"[-0.506, 3.381]",1.943,1.477,0.144
norefined,k3,-0.590,"[-2.401, 1.222]",1.812,-0.650,0.518
norefined,k4,-0.033,"[-1.465, 1.399]",1.432,-0.046,0.963
norefined,k5,-0.490,"[-2.639, 1.658]",2.148,-0.456,0.650
refined,tt,-0.205,"[-0.283, -0.127]",0.078,-5.246,0.000
refined,c,-1.505,"[-2.14, -0.871]",0.634,-4.738,0.000
refined,s,-0.599,"[-0.862, -0.337]",0.262,-4.559,0.000
refined,k0,0.504,"[0.05, 0.958]",0.454,2.218,0.030
refined,k1,-0.011,"[-0.34, 0.318]",0.329,-0.066,0.948
refined,k2,0.119,"[-0.29, 0.528]",0.409,0.582,0.563
refined,k3,0.242,"[-0.121, 0.604]",0.363,1.329,0.188
refined,k4,0.056,"[-0.322, 0.434]",0.378,0.295,0.769
refined,k5,-0.159,"[-0.585, 0.267]",0.426,-0.743,0.460
