stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,62.615,2.023,0.000,76,0,9,3511262468.737,373103441.603
refined,128.927,2.023,0.000,76,0,9,3511262468.737,191678591.706
