attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.205,"[-0.283, -0.127]",0.078,-5.246,0.000,95,0.800,712607055.832,0.217,-1.000,0.795,0,0,fn
c,-1.505,"[-2.14, -0.871]",0.634,-4.738,0.000,95,0.800,712607055.832,0.217,-6.000,4.495,0,0,fn
s,-0.599,"[-0.862, -0.337]",0.262,-4.559,0.000,95,0.800,712607055.832,0.217,-3.000,2.401,0,0,fn
k0,0.504,"[0.05, 0.958]",0.454,2.218,0.030,95,0.800,712607055.832,0.217,0.000,0.504,0,1,fp
k1,-0.011,"[-0.34, 0.318]",0.329,-0.066,0.948,95,0.800,712607055.832,0.217,0.000,-0.011,0,0,fp
k2,0.119,"[-0.29, 0.528]",0.409,0.582,0.563,95,0.800,712607055.832,0.217,0.000,0.119,0,0,fp
k3,0.242,"[-0.121, 0.604]",0.363,1.329,0.188,95,0.800,712607055.832,0.217,0.000,0.242,0,0,fp
k4,0.056,"[-0.322, 0.434]",0.378,0.295,0.769,95,0.800,712607055.832,0.217,0.000,0.056,0,0,fp
k5,-0.159,"[-0.585, 0.267]",0.426,-0.743,0.460,95,0.800,712607055.832,0.217,0.000,-0.159,0,0,fp
vot,0.136,,,,,95,0.800,712607055.832,0.217,0.167,-0.030,0,0,fn
tt,-0.578,"[-0.802, -0.355]",0.224,-5.162,0.000,95,0.900,186563696.900,0.126,-1.000,0.422,0,0,fn
c,-3.642,"[-5.138, -2.147]",1.496,-4.861,0.000,95,0.900,186563696.900,0.126,-6.000,2.358,0,0,fn
s,-1.679,"[-2.346, -1.011]",0.668,-5.019,0.000,95,0.900,186563696.900,0.126,-3.000,1.321,0,0,fn
k0,0.547,"[0.058, 1.037]",0.490,2.231,0.029,95,0.900,186563696.900,0.126,0.000,0.547,0,1,fp
k1,-0.052,"[-0.393, 0.289]",0.341,-0.304,0.762,95,0.900,186563696.900,0.126,0.000,-0.052,0,0,fp
k2,0.223,"[-0.19, 0.636]",0.413,1.078,0.285,95,0.900,186563696.900,0.126,0.000,0.223,0,0,fp
k3,0.386,"[-0.004, 0.776]",0.390,1.975,0.052,95,0.900,186563696.900,0.126,0.000,0.386,0,1,fp
k4,-0.164,"[-0.546, 0.217]",0.382,-0.860,0.393,95,0.900,186563696.900,0.126,0.000,-0.164,0,0,fp
k5,-0.151,"[-0.597, 0.294]",0.446,-0.678,0.500,95,0.900,186563696.900,0.126,0.000,-0.151,0,0,fp
vot,0.159,,,,,95,0.900,186563696.900,0.126,0.167,-0.008,0,0,fn
tt,-0.867,"[-1.338, -0.396]",0.471,-3.675,0.000,95,1.100,191678591.707,0.157,-1.000,0.133,0,0,fn
c,-4.853,"[-7.326, -2.38]",2.473,-3.917,0.000,95,1.100,191678591.707,0.157,-6.000,1.147,0,0,fn
s,-2.525,"[-3.884, -1.166]",1.359,-3.708,0.000,95,1.100,191678591.707,0.157,-3.000,0.475,0,0,fn
k0,-0.656,"[-1.485, 0.173]",0.829,-1.580,0.119,95,1.100,191678591.707,0.157,0.000,-0.656,0,0,fp
k1,-0.195,"[-0.69, 0.299]",0.494,-0.789,0.433,95,1.100,191678591.707,0.157,0.000,-0.195,0,0,fp
k2,-0.096,"[-0.721, 0.529]",0.625,-0.307,0.760,95,1.100,191678591.707,0.157,0.000,-0.096,0,0,fp
k3,-0.241,"[-0.836, 0.355]",0.595,-0.807,0.422,95,1.100,191678591.707,0.157,0.000,-0.241,0,0,fp
k4,0.148,"[-0.405, 0.7]",0.552,0.533,0.596,95,1.100,191678591.707,0.157,0.000,0.148,0,0,fp
k5,0.360,"[-0.303, 1.023]",0.663,1.084,0.282,95,1.100,191678591.707,0.157,0.000,0.360,0,0,fp
vot,0.179,,,,,95,1.100,191678591.707,0.157,0.167,0.012,0,0,fn
tt,-1.187,"[-2.153, -0.222]",0.966,-2.454,0.017,95,1.200,366207736.462,0.232,-1.000,-0.187,0,0,fn
c,-5.630,"[-10.062, -1.198]",4.432,-2.536,0.014,95,1.200,366207736.462,0.232,-6.000,0.370,0,0,fn
s,-3.260,"[-5.864, -0.657]",2.603,-2.500,0.015,95,1.200,366207736.462,0.232,-3.000,-0.260,0,0,fn
k0,-1.082,"[-2.674, 0.51]",1.592,-1.356,0.180,95,1.200,366207736.462,0.232,0.000,-1.082,0,0,fp
k1,0.181,"[-0.615, 0.976]",0.796,0.453,0.652,95,1.200,366207736.462,0.232,0.000,0.181,0,0,fp
k2,-0.068,"[-1.097, 0.961]",1.029,-0.132,0.895,95,1.200,366207736.462,0.232,0.000,-0.068,0,0,fp
k3,-0.525,"[-1.535, 0.486]",1.010,-1.036,0.304,95,1.200,366207736.462,0.232,0.000,-0.525,0,0,fp
k4,0.242,"[-0.61, 1.093]",0.851,0.567,0.573,95,1.200,366207736.462,0.232,0.000,0.242,0,0,fp
k5,0.196,"[-0.764, 1.157]",0.960,0.408,0.684,95,1.200,366207736.462,0.232,0.000,0.196,0,0,fp
vot,0.211,,,,,95,1.200,366207736.462,0.232,0.167,0.044,0,0,fn
