stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,31.719,1.727,0.000,76,0,9,3290421196.224,625461270.336
refined,61.639,1.727,0.000,76,0,9,3290421196.224,354578014.599
