stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,50.120,2.023,0.000,0,9,3203650519.893,414307132.076,76
refined,209.223,2.023,0.000,0,9,3203650519.893,110073926.777,76
