stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.699,-7.332,-1.075,-1.073,-1.586,-1.581,0.842,1.907,-1.557,933971442.040,1584,0,0,0.232
norefined,2,-1.255,-7.463,-1.160,-1.070,-1.549,-1.502,0.771,1.802,-1.488,664533905.331,1584,0,0,0.168
norefined,3,-0.843,-7.558,-1.327,-1.078,-1.449,-1.409,0.711,1.737,-1.359,642889976.927,1584,0,0,0.112
norefined,4,-1.313,-7.564,-1.323,-1.042,-1.369,-1.326,0.673,1.668,-1.267,589553122.474,1584,0,0,0.174
norefined,5,-0.892,-7.650,-1.484,-1.055,-1.270,-1.239,0.620,1.609,-1.140,542658649.703,1584,0,0,0.117
norefined,6,-1.368,-7.639,-1.493,-1.017,-1.205,-1.165,0.585,1.543,-1.060,522282459.677,1584,0,0,0.179
norefined,7,-0.941,-7.718,-1.650,-1.031,-1.105,-1.084,0.541,1.490,-0.938,458474523.990,1584,0,0,0.122
norefined,8,-1.420,-7.693,-1.669,-0.993,-1.045,-1.012,0.510,1.431,-0.866,461920067.527,1584,0,0,0.185
norefined,9,-0.982,-7.766,-1.819,-1.007,-0.946,-0.941,0.475,1.386,-0.755,392523611.090,1584,0,0,0.126
norefined,10,-1.463,-7.728,-1.846,-0.970,-0.889,-0.869,0.449,1.337,-0.693,409509056.600,1584,0,0,0.189
refined,11,-0.982,-7.766,-1.819,-1.007,-0.946,-0.941,0.475,1.386,-0.755,392523611.090,1584,0,0,0.126
refined,12,-0.526,-1.926,-2.301,0.694,0.550,1.474,0.218,-1.258,0.141,1324087362.161,1584,0,0,0.273
refined,13,-0.306,-2.572,-0.769,-0.031,-0.377,0.125,0.359,0.361,-0.080,288753014.440,1584,0,0,0.119
refined,14,-0.481,-3.281,-1.387,0.192,-0.132,0.347,0.335,-0.059,-0.139,146923273.017,1584,0,0,0.147
refined,15,-0.696,-4.419,-1.976,0.206,-0.056,0.253,0.365,-0.041,-0.018,122435940.209,1584,0,0,0.158
refined,16,-0.915,-5.544,-2.502,0.115,-0.029,0.175,0.378,0.040,0.096,112615096.967,1584,0,0,0.165
refined,17,-1.068,-6.347,-2.839,0.012,-0.038,0.183,0.366,0.116,0.175,109740346.777,1584,0,0,0.168
refined,18,-1.151,-6.793,-3.015,-0.053,-0.049,0.201,0.353,0.162,0.217,109124476.217,1584,0,0,0.169
refined,19,-1.185,-6.985,-3.092,-0.078,-0.055,0.210,0.348,0.177,0.233,109031783.627,1584,0,0,0.170
refined,20,-1.198,-7.054,-3.120,-0.085,-0.057,0.213,0.346,0.181,0.239,109020223.976,1584,0,0,0.170
