stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,50.208,2.023,0.000,0,9,3225313652.927,416473007.673,76
refined,232.989,2.023,0.000,0,9,3225313652.927,99863939.713,76
