stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,47.748,2.023,0.000,0,9,2910128290.114,392523611.090,76
refined,191.274,2.023,0.000,0,9,2910128290.114,109020223.977,76
