stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,59.416,1.727,0.000,76,0,9,3096214756.584,344741041.803
refined,70.011,1.727,0.000,76,0,9,3096214756.584,297583422.658
