stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,39.377,1.727,0.000,76,0,9,3599359860.921,572282730.818
refined,47.161,1.727,0.000,76,0,9,3599359860.921,490706179.016
