stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.041,"[-1.959, -0.122]",0.919,-2.261,0.027
norefined,c,-7.924,"[-14.782, -1.066]",6.858,-2.306,0.024
norefined,s,-2.805,"[-5.724, 0.113]",2.919,-1.919,0.059
norefined,k0,0.044,"[-1.738, 1.826]",1.782,0.049,0.961
norefined,k1,-0.020,"[-1.738, 1.699]",1.719,-0.023,0.982
norefined,k2,-0.308,"[-1.836, 1.219]",1.528,-0.403,0.688
norefined,k3,-0.507,"[-2.083, 1.07]",1.576,-0.642,0.523
norefined,k4,-0.023,"[-1.377, 1.331]",1.354,-0.033,0.973
norefined,k5,0.059,"[-1.122, 1.241]",1.181,0.100,0.921
refined,tt,-0.888,"[-1.5, -0.277]",0.612,-2.899,0.005
refined,c,-5.372,"[-9.242, -1.502]",3.870,-2.771,0.007
refined,s,-2.138,"[-4.062, -0.215]",1.923,-2.219,0.030
refined,k0,0.164,"[-1.355, 1.682]",1.519,0.215,0.830
refined,k1,0.915,"[-0.425, 2.256]",1.340,1.363,0.177
refined,k2,-0.257,"[-1.55, 1.036]",1.293,-0.397,0.693
refined,k3,0.201,"[-1.055, 1.457]",1.256,0.320,0.750
refined,k4,0.365,"[-0.627, 1.356]",0.992,0.734,0.466
refined,k5,-0.045,"[-0.98, 0.889]",0.934,-0.097,0.923
