attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-2.195,"[-4.646, 0.257]",2.452,-1.622,0.136,10,0.250,12348392.714,0.073,-1.000,-1.195,1,0,fn
c,-13.969,"[-29.651, 1.714]",15.683,-1.614,0.138,10,0.250,12348392.714,0.073,-6.000,-7.969,1,0,fn
s,-3.715,"[-7.876, 0.445]",4.160,-1.619,0.137,10,0.250,12348392.714,0.073,-3.000,-0.715,1,0,fn
k0,-1.095,"[-3.262, 1.072]",2.167,-0.916,0.381,10,0.250,12348392.714,0.073,0.000,-1.095,0,0,fp
k1,1.814,"[-2.819, 6.447]",4.633,0.710,0.494,10,0.250,12348392.714,0.073,0.000,1.814,0,0,fp
k2,-1.583,"[-4.045, 0.879]",2.462,-1.165,0.271,10,0.250,12348392.714,0.073,0.000,-1.583,0,0,fp
k3,0.020,"[-2.413, 2.452]",2.433,0.015,0.989,10,0.250,12348392.714,0.073,0.000,0.020,0,0,fp
k4,1.327,"[-1.186, 3.841]",2.514,0.957,0.361,10,0.250,12348392.714,0.073,0.000,1.327,0,0,fp
k5,2.530,"[-1.237, 6.298]",3.767,1.217,0.251,10,0.250,12348392.714,0.073,0.000,2.530,0,0,fp
vot,0.157,,,,,10,0.250,12348392.714,0.073,0.167,-0.010,0,0,fn
tt,-0.952,"[-1.311, -0.592]",0.360,-4.498,0.000,10,0.500,38289574.401,0.079,-1.000,0.048,0,0,fn
c,-6.318,"[-8.942, -3.695]",2.624,-4.092,0.000,10,0.500,38289574.401,0.079,-6.000,-0.318,0,0,fn
s,-2.569,"[-3.878, -1.26]",1.309,-3.334,0.002,10,0.500,38289574.401,0.079,-3.000,0.431,0,0,fn
k0,0.157,"[-0.548, 0.863]",0.706,0.379,0.707,10,0.500,38289574.401,0.079,0.000,0.157,0,0,fp
k1,0.646,"[-0.26, 1.552]",0.906,1.211,0.236,10,0.500,38289574.401,0.079,0.000,0.646,0,0,fp
k2,-0.888,"[-1.68, -0.096]",0.792,-1.906,0.067,10,0.500,38289574.401,0.079,0.000,-0.888,0,1,fp
k3,-0.257,"[-1.112, 0.599]",0.855,-0.510,0.614,10,0.500,38289574.401,0.079,0.000,-0.257,0,0,fp
k4,0.782,"[0.241, 1.323]",0.541,2.457,0.020,10,0.500,38289574.401,0.079,0.000,0.782,0,1,fp
k5,-0.020,"[-0.769, 0.729]",0.749,-0.045,0.964,10,0.500,38289574.401,0.079,0.000,-0.020,0,0,fp
vot,0.151,,,,,10,0.500,38289574.401,0.079,0.167,-0.016,0,0,fn
tt,-0.951,"[-1.246, -0.655]",0.295,-5.398,0.000,10,0.750,66941107.443,0.092,-1.000,0.049,0,0,fn
c,-6.223,"[-8.16, -4.286]",1.937,-5.389,0.000,10,0.750,66941107.443,0.092,-6.000,-0.223,0,0,fn
s,-2.756,"[-3.723, -1.79]",0.966,-4.784,0.000,10,0.750,66941107.443,0.092,-3.000,0.244,0,0,fn
k0,0.016,"[-0.406, 0.438]",0.422,0.065,0.948,10,0.750,66941107.443,0.092,0.000,0.016,0,0,fp
k1,0.009,"[-0.642, 0.659]",0.650,0.022,0.983,10,0.750,66941107.443,0.092,0.000,0.009,0,0,fp
k2,-0.143,"[-0.726, 0.441]",0.583,-0.410,0.683,10,0.750,66941107.443,0.092,0.000,-0.143,0,0,fp
k3,-0.010,"[-0.556, 0.537]",0.547,-0.029,0.977,10,0.750,66941107.443,0.092,0.000,-0.010,0,0,fp
k4,0.234,"[-0.227, 0.695]",0.461,0.852,0.399,10,0.750,66941107.443,0.092,0.000,0.234,0,0,fp
k5,0.383,"[-0.225, 0.991]",0.608,1.058,0.296,10,0.750,66941107.443,0.092,0.000,0.383,0,0,fp
vot,0.153,,,,,10,0.750,66941107.443,0.092,0.167,-0.014,0,0,fn
