stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,80.213,1.857,0.000,0,9,1273966105.685,49199641.522,38
refined,193.132,1.857,0.000,0,9,1273966105.685,20906144.351,38
