attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.785,"[-1.149, -0.421]",0.364,-3.595,0.001,8.583,ngd,40,333822587.619,0.189,-1.000,0.215,0,0,fn
c,-4.716,"[-7.154, -2.277]",2.438,-3.226,0.002,8.583,ngd,40,333822587.619,0.189,-6.000,1.284,0,0,fn
s,-3.097,"[-4.526, -1.667]",1.429,-3.614,0.001,8.583,ngd,40,333822587.619,0.189,-3.000,-0.097,0,0,fn
k0,-1.195,"[-1.996, -0.395]",0.801,-2.490,0.015,8.583,ngd,40,333822587.619,0.189,0.000,-1.195,0,1,fp
k1,0.211,"[-0.628, 1.05]",0.839,0.419,0.677,8.583,ngd,40,333822587.619,0.189,0.000,0.211,0,0,fp
k2,0.149,"[-0.503, 0.802]",0.653,0.381,0.704,8.583,ngd,40,333822587.619,0.189,0.000,0.149,0,0,fp
k3,0.909,"[-0.037, 1.856]",0.947,1.602,0.114,8.583,ngd,40,333822587.619,0.189,0.000,0.909,0,0,fp
k4,-0.637,"[-1.321, 0.046]",0.683,-1.555,0.125,8.583,ngd,40,333822587.619,0.189,0.000,-0.637,0,0,fp
k5,-0.154,"[-0.729, 0.421]",0.575,-0.448,0.656,8.583,ngd,40,333822587.619,0.189,0.000,-0.154,0,0,fp
vot,0.166,,,,,8.583,ngd,40,333822587.619,0.189,0.167,-0.000,0,0,fn
tt,0.180,"[-0.19, 0.55]",0.370,0.812,0.420,9.288,lm,40,2387628676.402,0.504,-1.000,1.180,1,0,fn
c,-4.371,"[-11.165, 2.423]",6.794,-1.073,0.287,9.288,lm,40,2387628676.402,0.504,-6.000,1.629,1,0,fn
s,-3.284,"[-8.065, 1.497]",4.781,-1.146,0.256,9.288,lm,40,2387628676.402,0.504,-3.000,-0.284,1,0,fn
k0,-1.715,"[-4.773, 1.343]",3.058,-0.935,0.353,9.288,lm,40,2387628676.402,0.504,0.000,-1.715,0,0,fp
k1,0.134,"[-2.165, 2.433]",2.299,0.097,0.923,9.288,lm,40,2387628676.402,0.504,0.000,0.134,0,0,fp
k2,0.532,"[-0.951, 2.014]",1.482,0.598,0.552,9.288,lm,40,2387628676.402,0.504,0.000,0.532,0,0,fp
k3,1.112,"[-1.345, 3.57]",2.457,0.755,0.453,9.288,lm,40,2387628676.402,0.504,0.000,1.112,0,0,fp
k4,-0.932,"[-3.453, 1.59]",2.522,-0.616,0.540,9.288,lm,40,2387628676.402,0.504,0.000,-0.932,0,0,fp
k5,0.380,"[-1.564, 2.324]",1.944,0.326,0.745,9.288,lm,40,2387628676.402,0.504,0.000,0.380,0,0,fp
vot,-0.041,,,,,9.288,lm,40,2387628676.402,0.504,0.167,-0.208,0,0,fn
tt,-0.842,"[-1.11, -0.573]",0.268,-5.232,0.000,17.558,ngd+lm,40,201218028.080,0.146,-1.000,0.158,0,0,fn
c,-4.687,"[-6.314, -3.06]",1.627,-4.805,0.000,17.558,ngd+lm,40,201218028.080,0.146,-6.000,1.313,0,0,fn
s,-2.662,"[-3.534, -1.791]",0.871,-5.097,0.000,17.558,ngd+lm,40,201218028.080,0.146,-3.000,0.338,0,0,fn
k0,0.371,"[-0.131, 0.873]",0.502,1.232,0.222,17.558,ngd+lm,40,201218028.080,0.146,0.000,0.371,0,0,fp
k1,0.201,"[-0.339, 0.742]",0.541,0.622,0.536,17.558,ngd+lm,40,201218028.080,0.146,0.000,0.201,0,0,fp
k2,0.031,"[-0.413, 0.475]",0.444,0.116,0.908,17.558,ngd+lm,40,201218028.080,0.146,0.000,0.031,0,0,fp
k3,0.082,"[-0.468, 0.632]",0.550,0.248,0.805,17.558,ngd+lm,40,201218028.080,0.146,0.000,0.082,0,0,fp
k4,-0.069,"[-0.482, 0.344]",0.413,-0.279,0.781,17.558,ngd+lm,40,201218028.080,0.146,0.000,-0.069,0,0,fp
k5,-0.212,"[-0.648, 0.223]",0.435,-0.813,0.419,17.558,ngd+lm,40,201218028.080,0.146,0.000,-0.212,0,0,fp
vot,0.180,,,,,17.558,ngd+lm,40,201218028.080,0.146,0.167,0.013,0,0,fn
