stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.720,-5.163,-1.590,0.615,0.000,-0.776,-1.942,-0.770,-0.283,1695986027.183,0.527
norefined,2,-2.339,-5.268,-1.788,0.493,-0.150,-0.792,-1.926,-0.898,-0.303,1234909774.133,0.444
norefined,3,-1.907,-5.374,-1.959,0.408,-0.240,-0.835,-1.937,-0.970,-0.331,873280257.006,0.355
norefined,4,-1.446,-5.435,-2.106,0.367,-0.312,-0.878,-1.979,-1.015,-0.333,628848542.176,0.266
norefined,5,-0.976,-5.474,-2.260,0.343,-0.337,-0.883,-1.961,-1.012,-0.296,391204418.897,0.178
norefined,6,-0.745,-5.485,-2.513,0.256,-0.296,-0.804,-1.678,-0.916,-0.130,416082504.558,0.136
norefined,7,-1.236,-5.455,-2.468,0.272,-0.271,-0.809,-1.613,-0.912,-0.112,416643821.603,0.227
norefined,8,-0.761,-5.494,-2.606,0.235,-0.274,-0.809,-1.588,-0.885,-0.080,403946944.914,0.139
norefined,9,-1.252,-5.466,-2.552,0.252,-0.246,-0.810,-1.525,-0.882,-0.062,406132128.038,0.229
norefined,10,-0.776,-5.506,-2.687,0.216,-0.248,-0.810,-1.503,-0.855,-0.030,393993048.695,0.141
refined,11,-0.976,-5.474,-2.260,0.343,-0.337,-0.883,-1.961,-1.012,-0.296,391204418.897,0.178
refined,12,-0.465,-2.818,-1.189,-0.500,0.034,0.053,0.969,0.505,0.986,550661132.059,0.165
refined,13,-0.498,-2.793,-1.312,-0.279,0.016,-0.191,0.053,0.006,0.778,280828790.120,0.178
refined,14,-0.616,-3.456,-1.659,-0.226,0.044,-0.265,-0.067,-0.043,0.703,266142945.495,0.178
refined,15,-0.638,-3.621,-1.728,-0.182,0.027,-0.290,-0.108,-0.074,0.600,264743219.604,0.176
refined,16,-0.656,-3.731,-1.775,-0.182,0.028,-0.301,-0.109,-0.072,0.592,264657470.961,0.176
refined,17,-0.658,-3.746,-1.776,-0.183,0.022,-0.306,-0.109,-0.073,0.584,264649094.628,0.176
refined,18,-0.660,-3.761,-1.781,-0.185,0.022,-0.308,-0.108,-0.071,0.584,264647980.950,0.175
refined,19,-0.660,-3.763,-1.781,-0.185,0.021,-0.309,-0.108,-0.071,0.583,264647810.549,0.175
refined,20,-0.660,-3.765,-1.782,-0.186,0.021,-0.309,-0.108,-0.070,0.583,264647783.462,0.175
